ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
462668,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6
465479,Male,No,27,No,Artist,1.0,Low,1.0,Cat_4
459914,Male,No,38,Yes,Artist,2.0,Low,1.0,Cat_4
459597,Female,Yes,71,Yes,Artist,1.0,High,2.0,Cat_6
459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0,Cat_6
461887,Female,No,89,Yes,Lawyer,2.0,Low,1.0,Cat_6
464787,Male,No,47,No,Entertainment,1.0,Low,1.0,Cat_4
467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6
463606,Male,No,22,No,Marketing,0.0,Low,4.0,Cat_2
464781,Male,No,32,No,Marketing,0.0,Low,3.0,Cat_4
464226,Female,Yes,62,Yes,Artist,2.0,Average,3.0,Cat_6
461004,Male,Yes,61,Yes,Artist,1.0,Average,3.0,Cat_3
460128,Male,Yes,25,Yes,Healthcare,8.0,Low,2.0,Cat_6
463017,Female,Yes,81,No,Lawyer,0.0,High,2.0,Cat_6
463605,Female,No,23,No,Healthcare,0.0,Low,5.0,Cat_5
461344,Male,Yes,43,No,Healthcare,6.0,High,2.0,Cat_7
460291,Female,Yes,37,Yes,Artist,6.0,Low,2.0,Cat_6
466267,Male,Yes,26,Yes,Entertainment,0.0,Average,3.0,Cat_3
459697,Female,Yes,77,No,Lawyer,0.0,High,3.0,Cat_6
464570,Male,Yes,31,Yes,Doctor,0.0,Average,2.0,Cat_6
466010,Female,Yes,69,No,Doctor,0.0,Low,1.0,Cat_3
462911,Male,Yes,32,Yes,Doctor,11.0,Average,2.0,Cat_6
466991,Male,Yes,51,Yes,Artist,3.0,Average,2.0,Cat_6
464505,Female,No,30,No,Doctor,9.0,Low,5.0,Cat_6
464413,Female,Yes,36,Yes,Engineer,0.0,Low,1.0,Cat_3
461967,Female,No,20,No,Marketing,3.0,Low,4.0,Cat_7
467467,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6
460296,Female,Yes,60,Yes,Artist,1.0,Low,2.0,Cat_6
467560,Female,Yes,73,Yes,Lawyer,1.0,Low,2.0,Cat_6
462265,Male,No,31,Yes,Doctor,3.0,Low,4.0,Cat_6
460586,Male,No,26,Yes,Healthcare,1.0,Low,2.0,Cat_3
462091,Male,No,18,No,Healthcare,0.0,Low,5.0,Cat_4
463685,Female,No,27,Yes,Healthcare,1.0,Low,5.0,Cat_4
467244,Male,No,26,Yes,Healthcare,0.0,Low,5.0,Cat_6
460911,Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_6
462950,Female,No,29,Yes,Doctor,0.0,Low,5.0,Cat_3
464444,Male,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6
466398,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_3
462923,Male,Yes,33,No,Homemaker,9.0,Average,2.0,Cat_6
461554,Male,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_6
459703,Male,Yes,37,Yes,Artist,0.0,Low,3.0,Cat_6
463876,Male,Yes,49,Yes,Entertainment,1.0,Average,5.0,Cat_6
461899,Female,No,20,No,Doctor,1.0,Low,6.0,Cat_6
462328,Male,No,27,No,Engineer,0.0,Low,5.0,Cat_6
465850,Female,No,21,No,Healthcare,9.0,Low,7.0,Cat_4
459797,Male,Yes,66,Yes,Entertainment,0.0,Average,3.0,Cat_6
465799,Male,Yes,52,Yes,Artist,1.0,Low,4.0,Cat_6
466964,Male,No,45,Yes,Artist,5.0,Low,1.0,Cat_4
465270,Female,Yes,43,Yes,Artist,0.0,Average,4.0,Cat_6
459776,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6
467497,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6
461997,Female,No,29,Yes,Artist,8.0,Low,1.0,Cat_6
459187,Female,Yes,52,No,Doctor,0.0,Average,3.0,Cat_4
466728,Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6
460906,Female,Yes,89,Yes,Lawyer,1.0,High,3.0,Cat_6
464721,Male,Yes,39,Yes,Artist,3.0,Average,4.0,Cat_6
460037,Female,No,42,Yes,Entertainment,5.0,Low,7.0,Cat_6
467213,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6
462115,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6
461151,Male,No,32,Yes,Artist,0.0,Low,3.0,Cat_3
463870,Female,No,28,No,Healthcare,1.0,Low,2.0,Cat_4
467693,Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6
460907,Male,Yes,82,No,Lawyer,1.0,High,3.0,Cat_6
465253,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_7
463707,Female,No,36,No,Artist,0.0,Low,1.0,Cat_5
466335,Female,No,28,No,Healthcare,0.0,Low,3.0,Cat_4
463277,Female,Yes,26,No,Engineer,6.0,Low,2.0,Cat_3
466175,Male,Yes,25,Yes,Doctor,1.0,Low,2.0,Cat_6
462323,Female,Yes,70,Yes,Doctor,0.0,Average,2.0,Cat_6
460812,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6
465219,Male,Yes,42,Yes,Healthcare,5.0,Low,2.0,Cat_4
465844,Female,No,46,Yes,Engineer,0.0,Low,1.0,Cat_6
463090,Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6
464969,Female,Yes,65,No,Lawyer,0.0,High,9.0,Cat_4
466775,Female,Yes,83,Yes,Lawyer,0.0,Low,2.0,Cat_6
459298,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6
460438,Male,Yes,58,No,Executive,0.0,High,4.0,Cat_3
459554,Female,No,25,No,Engineer,8.0,Low,3.0,Cat_6
462894,Male,Yes,43,Yes,Artist,2.0,Average,4.0,Cat_3
462200,Female,Yes,52,Yes,Doctor,1.0,Low,3.0,Cat_4
461553,Male,No,39,Yes,Artist,1.0,Low,3.0,Cat_7
463089,Male,Yes,51,Yes,Executive,7.0,High,4.0,Cat_6
466104,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6
466178,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6
462019,Female,Yes,56,Yes,Artist,5.0,Average,4.0,Cat_6
463196,Female,Yes,67,Yes,Engineer,1.0,Low,1.0,Cat_6
464859,Female,Yes,45,Yes,Artist,1.0,Average,3.0,Cat_6
465048,Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_4
460223,Male,No,47,No,Entertainment,1.0,Low,1.0,Cat_6
466891,Female,Yes,53,No,Homemaker,9.0,Low,1.0,Cat_6
462851,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6
461564,Male,Yes,63,Yes,Executive,1.0,High,2.0,Cat_6
463116,Male,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6
466732,Female,Yes,48,Yes,Engineer,0.0,High,2.0,Cat_4
463082,Male,No,32,Yes,Healthcare,9.0,Low,5.0,Cat_6
466429,Male,Yes,36,No,Healthcare,1.0,Low,2.0,Cat_3
461099,Female,No,42,No,Artist,0.0,Low,4.0,Cat_3
459861,Female,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6
460953,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6
461853,Male,No,20,No,Healthcare,6.0,Low,3.0,Cat_6
462813,Male,Yes,37,No,Executive,0.0,Average,5.0,Cat_6
465836,Male,No,19,No,Executive,13.0,Low,3.0,Cat_7
462539,Female,Yes,77,No,Lawyer,1.0,Low,1.0,Cat_6
460581,Male,Yes,27,Yes,Healthcare,2.0,Average,2.0,Cat_3
462757,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
467255,Female,No,40,Yes,Healthcare,6.0,Low,2.0,Cat_6
466342,Female,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_6
461084,Female,Yes,38,Yes,Artist,8.0,Average,2.0,Cat_6
466384,Female,Yes,72,Yes,Engineer,0.0,High,2.0,Cat_4
461011,Male,Yes,55,No,Executive,1.0,High,4.0,Cat_3
463386,Female,Yes,43,Yes,Doctor,6.0,Low,1.0,Cat_3
467818,Female,Yes,37,Yes,Artist,5.0,High,3.0,Cat_6
463725,Male,Yes,46,Yes,Artist,1.0,Low,2.0,Cat_6
460497,Male,Yes,35,Yes,Entertainment,6.0,Low,5.0,Cat_3
460592,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_3
460328,Female,No,52,Yes,Artist,1.0,Low,2.0,Cat_6
461544,Male,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6
459011,Male,Yes,88,No,Lawyer,1.0,Low,1.0,Cat_6
459329,Female,Yes,71,No,Engineer,1.0,High,4.0,Cat_3
466962,Male,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6
466406,Male,Yes,55,Yes,Entertainment,1.0,Low,3.0,Cat_6
465404,Female,Yes,25,Yes,Entertainment,0.0,Average,2.0,Cat_1
464511,Male,Yes,52,Yes,Marketing,1.0,Low,3.0,Cat_3
460923,Male,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6
466656,Male,Yes,89,Yes,Marketing,1.0,High,2.0,Cat_6
461541,Male,No,36,Yes,Executive,9.0,Low,3.0,Cat_6
459353,Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6
460063,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_3
459111,Male,Yes,41,Yes,Executive,0.0,Low,4.0,Cat_6
464262,Male,Yes,75,No,Executive,0.0,Low,1.0,Cat_6
467143,Female,No,53,No,Lawyer,1.0,Low,3.0,Cat_6
467313,Male,Yes,39,Yes,Entertainment,1.0,Average,2.0,Cat_6
463589,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
459391,Female,No,40,Yes,Engineer,1.0,Low,4.0,Cat_6
463713,Male,No,30,No,Engineer,9.0,Low,3.0,Cat_4
460240,Male,Yes,45,Yes,Artist,3.0,Low,1.0,Cat_6
462364,Male,Yes,51,No,Artist,0.0,Low,3.0,Cat_6
467815,Female,Yes,69,Yes,Artist,0.0,Low,2.0,Cat_6
459297,Male,Yes,72,Yes,Executive,0.0,High,4.0,Cat_6
461506,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6
461376,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6
465932,Male,No,35,No,Artist,1.0,Low,1.0,Cat_7
467128,Female,No,32,No,Homemaker,1.0,Low,1.0,Cat_6
466304,Female,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_2
464347,Female,No,33,Yes,Healthcare,1.0,Low,3.0,Cat_6
461466,Male,Yes,49,No,Artist,0.0,Low,2.0,Cat_7
461996,Female,No,35,No,Artist,5.0,Low,4.0,Cat_6
467083,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6
463450,Male,No,26,Yes,Healthcare,1.0,Low,3.0,Cat_6
462522,Male,Yes,41,No,Executive,1.0,Average,5.0,Cat_4
465283,Male,Yes,53,No,Executive,0.0,High,2.0,Cat_6
459084,Male,Yes,47,No,Executive,0.0,High,2.0,Cat_7
463829,Female,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6
459166,Male,Yes,77,Yes,Artist,1.0,Low,1.0,Cat_6
465765,Male,Yes,52,No,Entertainment,0.0,Average,2.0,Cat_4
462181,Female,No,32,Yes,Healthcare,8.0,Low,3.0,Cat_6
467246,Male,No,21,No,Doctor,9.0,Low,3.0,Cat_7
463407,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_3
463691,Female,No,33,No,Homemaker,0.0,Low,3.0,Cat_6
466971,Male,No,65,Yes,Executive,9.0,Low,3.0,Cat_6
459736,Female,Yes,28,Yes,Artist,0.0,Low,2.0,Cat_6
465819,Female,No,42,Yes,Engineer,1.0,Low,7.0,Cat_4
464222,Male,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_6
465159,Male,Yes,57,No,Entertainment,0.0,Low,1.0,Cat_6
463349,Male,No,20,No,Healthcare,5.0,Low,5.0,Cat_2
466212,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6
464926,Female,Yes,46,No,Engineer,0.0,High,3.0,Cat_4
466621,Male,Yes,66,Yes,Lawyer,0.0,Low,1.0,Cat_6
460206,Female,Yes,40,Yes,Entertainment,1.0,Low,2.0,Cat_6
463795,Male,No,18,No,Doctor,1.0,Low,6.0,Cat_6
459954,Male,Yes,27,Yes,Healthcare,8.0,Low,2.0,Cat_6
466141,Female,Yes,60,Yes,Homemaker,1.0,Low,4.0,Cat_6
465191,Female,No,58,Yes,Engineer,1.0,Low,1.0,Cat_6
464220,Male,Yes,65,Yes,Executive,1.0,High,2.0,Cat_6
461983,Male,No,27,Yes,Artist,1.0,Low,3.0,Cat_6
463035,Female,Yes,42,No,Homemaker,3.0,Average,4.0,Cat_6
459331,Female,No,70,Yes,Lawyer,0.0,Low,1.0,Cat_6
467069,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6
466235,Female,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_4
463392,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_4
465945,Female,No,52,Yes,Artist,0.0,Low,1.0,Cat_6
464236,Female,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6
466564,Female,No,23,No,Marketing,0.0,Low,4.0,Cat_6
462932,Female,Yes,37,Yes,Homemaker,3.0,High,3.0,Cat_6
459411,Male,Yes,74,No,Lawyer,8.0,Low,1.0,Cat_6
466524,Female,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_3
460749,Male,No,36,Yes,Entertainment,1.0,Low,2.0,Cat_6
467770,Female,Yes,48,Yes,Artist,9.0,High,4.0,Cat_3
461395,Male,No,21,No,Doctor,4.0,Low,3.0,Cat_2
463291,Male,Yes,35,Yes,Engineer,5.0,Average,4.0,Cat_6
465549,Female,No,52,Yes,Healthcare,0.0,Low,1.0,Cat_3
466066,Female,No,73,Yes,Artist,0.0,Low,1.0,Cat_6
461003,Male,No,30,No,Executive,13.0,Low,4.0,Cat_3
462837,Female,No,25,No,Healthcare,14.0,Low,3.0,Cat_6
466190,Male,Yes,53,Yes,Executive,0.0,Low,2.0,Cat_2
462736,Female,Yes,28,No,Engineer,6.0,Low,3.0,Cat_6
465921,Female,No,25,Yes,Artist,8.0,Low,1.0,Cat_6
461102,Male,Yes,43,No,Entertainment,0.0,Average,3.0,Cat_3
465956,Male,Yes,39,Yes,Entertainment,4.0,Average,4.0,Cat_6
467470,Male,Yes,53,Yes,Engineer,1.0,Average,3.0,Cat_6
463278,Female,Yes,59,Yes,Engineer,0.0,Low,1.0,Cat_3
466533,Female,No,51,Yes,Entertainment,1.0,Low,1.0,Cat_6
460268,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6
463366,Male,Yes,71,No,Lawyer,0.0,Low,5.0,Cat_3
464921,Male,Yes,35,No,Doctor,0.0,Average,5.0,Cat_4
459149,Male,Yes,43,No,Executive,0.0,High,4.0,Cat_6
464955,Female,Yes,38,No,Engineer,1.0,Average,6.0,Cat_4
462413,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6
465250,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4
461776,Male,Yes,72,No,Engineer,0.0,High,4.0,Cat_4
467409,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6
463369,Male,Yes,31,Yes,Entertainment,4.0,Low,2.0,Cat_6
462043,Male,No,33,No,Healthcare,0.0,Low,5.0,Cat_6
467239,Female,No,33,No,Engineer,1.0,Low,3.0,Cat_6
460715,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6
467528,Male,Yes,87,No,Executive,0.0,High,2.0,Cat_6
460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6
464686,Female,No,21,No,Entertainment,5.0,Low,5.0,Cat_4
459343,Female,Yes,40,Yes,Entertainment,12.0,Low,6.0,Cat_6
462201,Female,No,32,Yes,Healthcare,0.0,Low,1.0,Cat_4
460485,Female,No,18,No,Marketing,9.0,Low,5.0,Cat_3
465480,Male,Yes,39,No,Doctor,1.0,High,2.0,Cat_6
461686,Male,Yes,59,Yes,Artist,1.0,Low,2.0,Cat_6
466438,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6
466145,Male,Yes,56,No,Entertainment,1.0,Average,3.0,Cat_6
465682,Male,Yes,39,Yes,Artist,0.0,Low,4.0,Cat_4
464568,Male,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6
462138,Female,Yes,56,Yes,Artist,1.0,Low,2.0,Cat_6
463206,Male,Yes,77,No,Lawyer,0.0,Low,1.0,Cat_6
467779,Male,Yes,53,Yes,Doctor,2.0,Average,3.0,Cat_6
463524,Female,Yes,40,Yes,Artist,6.0,Average,2.0,Cat_6
465485,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6
460479,Female,No,42,No,Doctor,8.0,Low,1.0,Cat_3
460511,Female,No,31,No,Doctor,0.0,Low,4.0,Cat_3
462052,Male,Yes,51,Yes,Artist,1.0,Low,2.0,Cat_6
467715,Male,Yes,51,Yes,Executive,4.0,High,3.0,Cat_6
467867,Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_4
466226,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6
467294,Female,Yes,57,No,Engineer,0.0,Low,1.0,Cat_6
467226,Female,No,20,No,Entertainment,1.0,Low,4.0,Cat_6
467202,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6
467609,Male,No,36,No,Artist,2.0,Low,4.0,Cat_6
461331,Male,Yes,59,Yes,Executive,0.0,High,5.0,Cat_6
465994,Male,No,32,No,Doctor,3.0,Low,3.0,Cat_7
459742,Female,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6
461640,Male,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6
461999,Male,No,27,Yes,Doctor,0.0,Low,5.0,Cat_6
467563,Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_2
467505,Male,Yes,43,Yes,Artist,0.0,Low,4.0,Cat_6
464468,Male,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_6
463471,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7
467301,Female,Yes,73,No,Lawyer,1.0,Low,2.0,Cat_6
466529,Female,Yes,28,Yes,Doctor,0.0,Average,2.0,Cat_2
465053,Male,Yes,82,Yes,Executive,0.0,High,2.0,Cat_6
461017,Female,No,40,Yes,Homemaker,13.0,Low,1.0,Cat_3
466841,Male,No,21,No,Healthcare,1.0,Low,6.0,Cat_4
467314,Male,Yes,43,No,Artist,0.0,Average,2.0,Cat_6
461634,Male,Yes,63,Yes,Entertainment,1.0,Low,1.0,Cat_6
467088,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3
464617,Female,No,39,Yes,Artist,1.0,Low,1.0,Cat_6
464228,Male,No,29,Yes,Healthcare,1.0,Low,1.0,Cat_2
466321,Male,Yes,41,Yes,Entertainment,2.0,Low,2.0,Cat_4
466024,Female,Yes,35,No,Entertainment,10.0,Low,2.0,Cat_3
464271,Female,Yes,36,Yes,Artist,0.0,Average,3.0,Cat_2
467709,Female,Yes,37,Yes,Artist,5.0,Low,2.0,Cat_6
467080,Female,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6
462324,Male,Yes,65,Yes,Entertainment,0.0,High,2.0,Cat_6
463227,Female,Yes,35,Yes,Engineer,1.0,Average,2.0,Cat_6
462237,Female,No,22,No,Healthcare,1.0,Low,9.0,Cat_4
465699,Female,No,38,No,Artist,13.0,Low,2.0,Cat_4
462284,Male,Yes,53,Yes,Executive,1.0,Average,4.0,Cat_6
466789,Female,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_3
459833,Male,Yes,70,Yes,Executive,1.0,High,2.0,Cat_6
467912,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0,Cat_5
459266,Male,No,26,Yes,Healthcare,5.0,Low,5.0,Cat_6
467717,Female,Yes,66,No,Engineer,0.0,High,5.0,Cat_4
463544,Male,Yes,47,Yes,Executive,1.0,Average,4.0,Cat_6
464864,Female,No,27,No,Engineer,14.0,Low,8.0,Cat_4
465870,Male,No,40,Yes,Artist,5.0,Low,2.0,Cat_6
463993,Female,Yes,37,Yes,Artist,5.0,Average,2.0,Cat_6
462983,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6
463920,Female,No,28,Yes,Homemaker,8.0,Low,1.0,Cat_6
460347,Male,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6
460455,Female,Yes,28,Yes,Homemaker,9.0,Average,2.0,Cat_3
461032,Female,Yes,66,Yes,Lawyer,0.0,High,3.0,Cat_6
464904,Female,Yes,28,No,Engineer,9.0,Average,2.0,Cat_4
466381,Male,Yes,52,Yes,Artist,2.0,Average,2.0,Cat_6
464435,Male,Yes,48,Yes,Entertainment,1.0,Low,3.0,Cat_6
462468,Female,No,30,Yes,Healthcare,2.0,Low,5.0,Cat_6
464743,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,Cat_4
459966,Female,No,31,Yes,Doctor,1.0,Low,3.0,Cat_6
465376,Female,No,30,Yes,Entertainment,1.0,Low,4.0,Cat_4
463194,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_3
466206,Female,Yes,60,Yes,Artist,2.0,Average,2.0,Cat_3
467870,Male,No,27,Yes,Entertainment,0.0,Low,5.0,Cat_6
461896,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6
461812,Male,Yes,30,No,Artist,9.0,High,6.0,Cat_2
464141,Male,Yes,32,Yes,Entertainment,9.0,High,2.0,Cat_4
462463,Male,Yes,61,No,Artist,1.0,Average,2.0,Cat_6
467863,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_6
463128,Male,Yes,73,Yes,Lawyer,0.0,High,4.0,Cat_6
465043,Male,Yes,48,Yes,Doctor,9.0,Average,5.0,Cat_6
465365,Male,No,31,No,Entertainment,1.0,Low,4.0,Cat_2
466332,Male,No,23,No,Healthcare,0.0,Low,3.0,Cat_2
462798,Male,Yes,65,Yes,Artist,7.0,High,2.0,Cat_6
465667,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_2
466188,Male,Yes,59,Yes,Artist,4.0,Low,1.0,Cat_4
464418,Male,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6
460411,Male,Yes,43,Yes,Healthcare,7.0,High,2.0,Cat_6
463091,Female,Yes,39,Yes,Homemaker,8.0,Low,1.0,Cat_6
466361,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6
467171,Female,No,30,Yes,Doctor,1.0,Low,2.0,Cat_6
459661,Male,Yes,62,Yes,Executive,0.0,High,3.0,Cat_6
466655,Male,Yes,57,No,Executive,1.0,Low,2.0,Cat_6
464182,Male,Yes,35,Yes,Artist,4.0,Average,2.0,Cat_2
466341,Male,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_5
459321,Male,Yes,81,Yes,Entertainment,1.0,Low,1.0,Cat_6
459242,Male,Yes,65,Yes,Executive,0.0,Low,4.0,Cat_6
463236,Female,No,26,Yes,Healthcare,5.0,Low,2.0,Cat_6
467166,Female,Yes,25,No,Homemaker,8.0,Average,2.0,Cat_6
465447,Male,Yes,52,Yes,Engineer,1.0,Average,3.0,Cat_4
461546,Female,Yes,72,No,Lawyer,1.0,Low,3.0,Cat_6
466223,Male,Yes,66,Yes,Artist,1.0,Low,1.0,Cat_4
464209,Male,Yes,52,Yes,Executive,1.0,Average,4.0,Cat_2
462577,Female,Yes,70,No,Marketing,0.0,High,2.0,Cat_4
466986,Male,Yes,45,No,Entertainment,1.0,Average,3.0,Cat_6
464520,Male,Yes,46,No,Entertainment,8.0,Low,2.0,Cat_6
460207,Male,No,41,Yes,Entertainment,11.0,Low,4.0,Cat_6
459633,Male,No,19,No,Healthcare,1.0,Low,2.0,Cat_6
462112,Male,Yes,78,Yes,Lawyer,1.0,Low,1.0,Cat_6
463179,Male,Yes,57,Yes,Entertainment,0.0,Low,2.0,Cat_6
463097,Female,Yes,45,Yes,Artist,1.0,Average,3.0,Cat_7
462895,Male,No,32,No,Entertainment,1.0,Low,3.0,Cat_7
463477,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_4
460799,Female,No,37,No,Homemaker,1.0,Low,1.0,Cat_1
466723,Female,No,32,No,Entertainment,1.0,Low,3.0,Cat_6
462943,Male,Yes,61,Yes,Executive,5.0,High,2.0,Cat_6
466118,Female,Yes,36,No,Engineer,1.0,Low,3.0,Cat_4
461111,Female,Yes,42,Yes,Doctor,8.0,Low,1.0,Cat_6
462025,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4
460781,Female,Yes,30,No,Entertainment,1.0,High,4.0,Cat_5
467164,Male,Yes,42,Yes,Artist,0.0,High,2.0,Cat_6
467783,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6
460878,Male,Yes,47,No,Entertainment,0.0,Average,4.0,Cat_6
464334,Female,No,33,Yes,Healthcare,1.0,Low,3.0,Cat_6
462518,Female,No,26,No,Healthcare,0.0,Low,6.0,Cat_5
459337,Female,Yes,25,Yes,Engineer,6.0,Average,2.0,Cat_6
460453,Female,No,40,Yes,Doctor,7.0,Low,1.0,Cat_6
459857,Male,No,33,Yes,Entertainment,6.0,Low,1.0,Cat_6
467187,Male,Yes,47,No,Engineer,1.0,Average,3.0,Cat_6
461375,Male,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_2
466649,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_3
467729,Male,Yes,61,Yes,Entertainment,3.0,Average,6.0,Cat_6
465576,Male,Yes,43,No,Executive,4.0,Average,5.0,Cat_4
466018,Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4
463935,Male,Yes,38,Yes,Entertainment,1.0,Average,2.0,Cat_6
466861,Female,No,21,No,Healthcare,8.0,Low,7.0,Cat_2
462848,Female,Yes,23,No,Healthcare,7.0,High,2.0,Cat_6
459772,Female,Yes,69,Yes,Artist,2.0,Average,9.0,Cat_5
459379,Female,No,19,No,Healthcare,3.0,Low,3.0,Cat_6
463793,Male,No,26,No,Healthcare,1.0,Low,6.0,Cat_4
467014,Male,Yes,36,Yes,Executive,9.0,High,3.0,Cat_6
461403,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6
464270,Female,No,45,Yes,Artist,3.0,Low,1.0,Cat_6
463561,Female,No,39,Yes,Engineer,1.0,Low,1.0,Cat_6
459132,Male,No,20,No,Entertainment,5.0,Low,2.0,Cat_6
462552,Male,No,31,Yes,Artist,1.0,Low,2.0,Cat_6
463923,Female,No,20,No,Engineer,0.0,Low,4.0,Cat_6
460220,Female,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_2
465439,Female,Yes,45,Yes,Artist,4.0,High,4.0,Cat_6
459315,Female,Yes,27,Yes,Doctor,1.0,Low,2.0,Cat_4
463954,Male,Yes,22,No,Entertainment,1.0,Average,3.0,Cat_4
467572,Male,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6
459141,Male,Yes,28,No,Artist,0.0,Average,2.0,Cat_6
459438,Female,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6
463027,Male,Yes,69,Yes,Executive,1.0,Average,4.0,Cat_6
464109,Male,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6
461299,Female,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6
467362,Male,Yes,73,No,Executive,1.0,Low,1.0,Cat_6
466744,Female,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6
462583,Male,No,26,Yes,Artist,0.0,Low,4.0,Cat_4
467704,Male,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_6
466330,Male,No,29,No,Doctor,0.0,Low,3.0,Cat_3
