ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
1207,Female,,46,Yes,Engineer,,Low,1.0
1208,Female,Yes,40,Yes,Artist,,Low,1.0
1209,Male,Yes,63,Yes,Artist,,High,2.0
1210,Male,Yes,39,Yes,Doctor,,Average,3.0
1211,Female,,20,No,Engineer,,Low,4.0
1212,Female,,27,No,Engineer,,Low,3.0
1213,Male,Yes,61,No,Entertainment,1.0,Low,1.0
1214,Female,,51,No,Entertainment,1.0,Low,1.0
1215,Male,,22,No,Healthcare,,Low,9.0
1216,Male,Yes,19,No,Marketing,2.0,High,5.0
1217,Female,,28,No,Engineer,8.0,Low,8.0
1218,Female,,61,Yes,Entertainment,3.0,Low,1.0
1219,Female,,21,No,Entertainment,1.0,Low,4.0
1220,Female,Yes,41,Yes,Artist,11.0,Average,4.0
1221,Male,Yes,85,Yes,Executive,,High,2.0
1222,Male,Yes,79,No,Lawyer,9.0,Low,3.0
1223,Male,Yes,70,Yes,Lawyer,,High,3.0
1224,Male,Yes,22,No,Healthcare,1.0,Average,4.0
1225,Male,,30,Yes,Doctor,1.0,Low,3.0
1226,Female,,37,Yes,Artist,9.0,Low,1.0
1227,Male,Yes,30,Yes,Healthcare,,Low,2.0
1228,Male,Yes,30,No,Engineer,1.0,Average,3.0
1229,Male,,43,Yes,Artist,7.0,Low,3.0
1230,Female,Yes,38,Yes,Artist,7.0,Average,3.0
1231,Male,Yes,46,Yes,Artist,1.0,Average,5.0
1232,Female,,40,Yes,Artist,,Low,4.0
1233,Female,Yes,28,No,Engineer,1.0,Average,2.0
1234,Female,Yes,43,Yes,Doctor,9.0,Low,2.0
1235,Female,Yes,51,No,Doctor,,Average,3.0
1236,Male,Yes,36,No,Healthcare,1.0,Low,2.0
1237,Male,,20,No,Healthcare,,Low,4.0
1238,Female,Yes,52,Yes,Engineer,4.0,Low,1.0
1239,Female,Yes,63,Yes,Artist,1.0,Average,5.0
1240,Male,Yes,46,Yes,Artist,1.0,Average,4.0
1241,Male,,28,No,Entertainment,1.0,Low,2.0
1242,Male,,19,No,Healthcare,8.0,Low,5.0
1243,Female,Yes,62,Yes,Artist,,Low,2.0
1244,Male,Yes,28,Yes,Doctor,,Low,9.0
1245,Male,,36,Yes,Engineer,8.0,Low,1.0
1246,Female,,40,Yes,Artist,6.0,Low,2.0
1247,Male,Yes,39,Yes,Entertainment,1.0,Average,3.0
1248,Female,Yes,60,Yes,Artist,,Low,1.0
1249,Female,,31,No,Homemaker,8.0,Low,1.0
1250,Female,,40,Yes,Engineer,1.0,Low,3.0
1251,Female,,29,Yes,Artist,7.0,Low,7.0
1252,Male,Yes,65,Yes,Executive,1.0,Low,1.0
1253,Male,,19,No,Healthcare,1.0,Low,4.0
1254,Male,Yes,56,Yes,Entertainment,,Low,2.0
1255,Female,Yes,43,Yes,Artist,,Low,1.0
1256,Female,Yes,56,Yes,Artist,,Low,1.0
1257,Male,,25,Yes,Healthcare,,Low,1.0
1258,Female,,36,Yes,Artist,5.0,Low,2.0
1259,Male,Yes,38,No,Executive,,High,3.0
1260,Male,Yes,86,No,Lawyer,2.0,Average,2.0
1261,Male,,21,No,Healthcare,1.0,Low,5.0
1262,Male,Yes,59,Yes,Marketing,,Average,3.0
1263,Female,Yes,63,Yes,Artist,1.0,Average,4.0
1264,Female,,35,Yes,Artist,,Low,7.0
1265,Female,,38,No,Artist,4.0,Low,2.0
1266,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0
1267,Male,Yes,37,Yes,Artist,1.0,Average,3.0
1268,Female,Yes,65,Yes,Artist,1.0,Low,2.0
1269,Female,Yes,69,Yes,Artist,1.0,High,2.0
1270,Male,Yes,27,Yes,Healthcare,,Low,5.0
1271,Male,,33,No,Marketing,1.0,Low,6.0
1272,Female,Yes,35,No,Entertainment,10.0,Low,2.0
1273,Male,,37,Yes,Engineer,1.0,Low,1.0
1274,Female,Yes,36,No,Artist,2.0,Average,4.0
1275,Female,Yes,48,Yes,Artist,4.0,Average,3.0
1276,Female,Yes,20,Yes,Lawyer,1.0,Average,3.0
1277,Female,,20,No,Healthcare,8.0,Low,3.0
1278,Female,,38,Yes,Doctor,14.0,Low,1.0
1279,Male,Yes,63,Yes,Entertainment,1.0,High,2.0
1280,Male,Yes,33,Yes,Doctor,10.0,Average,2.0
1281,Female,,26,Yes,Doctor,9.0,Low,4.0
1282,Male,,33,Yes,Artist,8.0,Low,1.0
1283,Male,Yes,49,Yes,Artist,1.0,Low,2.0
1284,Male,,19,No,Healthcare,1.0,Low,5.0
1285,Male,Yes,82,Yes,Lawyer,,High,2.0
1286,Male,,26,Yes,Doctor,1.0,Low,3.0
1287,Male,Yes,49,Yes,Entertainment,1.0,Average,2.0
1288,Male,Yes,39,Yes,Entertainment,1.0,Low,4.0
1289,Female,,38,Yes,Marketing,9.0,Low,4.0
1290,Female,,28,No,Healthcare,,Low,6.0
1291,Male,Yes,31,No,Executive,1.0,Average,2.0
1292,Female,Yes,43,Yes,Artist,,Average,2.0
1293,Male,Yes,55,Yes,Artist,9.0,Average,2.0
1294,Male,Yes,60,Yes,Lawyer,9.0,Low,2.0
1295,Male,,40,Yes,Artist,1.0,Low,1.0
1296,Male,Yes,41,No,Executive,6.0,High,3.0
1297,Male,Yes,70,Yes,Doctor,1.0,High,3.0
1298,Female,Yes,67,Yes,Engineer,1.0,Low,1.0
1299,Male,,18,No,Entertainment,1.0,Low,4.0
1300,Female,,23,No,Engineer,11.0,Low,1.0
1301,Female,Yes,45,Yes,Engineer,2.0,Low,1.0
1302,Male,Yes,43,Yes,Marketing,,High,6.0
1303,Female,Yes,43,Yes,Artist,4.0,Average,2.0
1304,Male,Yes,35,Yes,Executive,1.0,Average,2.0
1305,Female,,39,Yes,Entertainment,1.0,Low,2.0
1306,Male,Yes,38,Yes,Artist,6.0,Low,1.0
1307,Male,Yes,42,No,Entertainment,,Average,4.0
1308,Female,Yes,37,No,Engineer,1.0,Low,4.0
1309,Male,,28,Yes,Engineer,,Low,5.0
1310,Female,Yes,43,Yes,Entertainment,,Average,2.0
1311,Male,Yes,36,No,Executive,8.0,High,4.0
1312,Male,,37,Yes,Healthcare,8.0,Low,3.0
1313,Male,Yes,22,No,Entertainment,1.0,Average,3.0
1314,Male,,32,No,Artist,,Low,4.0
1315,Male,Yes,27,Yes,Entertainment,,Average,2.0
1316,Male,Yes,27,Yes,Artist,6.0,Average,2.0
1317,Male,Yes,53,Yes,Artist,,Low,3.0
1318,Male,,43,Yes,Artist,11.0,Low,1.0
1319,Male,Yes,45,No,Entertainment,10.0,Average,4.0
1320,Female,Yes,43,No,Engineer,9.0,Average,4.0
1321,Male,Yes,50,Yes,Artist,1.0,Average,2.0
1322,Female,Yes,83,Yes,Lawyer,1.0,High,2.0
1323,Male,Yes,37,Yes,Artist,1.0,Low,1.0
1324,Male,,43,No,Executive,,Low,5.0
1325,Male,,26,Yes,Doctor,1.0,Low,4.0
1326,Male,Yes,47,No,Executive,1.0,High,6.0
1327,Female,,23,No,Marketing,3.0,Low,3.0
1328,Female,Yes,37,Yes,Artist,5.0,Low,2.0
1329,Female,,28,No,Entertainment,10.0,Low,2.0
1330,Male,Yes,46,Yes,Artist,8.0,Average,2.0
1331,Male,Yes,84,No,Lawyer,1.0,Low,1.0
1332,Male,Yes,50,Yes,Artist,,Average,4.0
1333,Male,Yes,40,No,Engineer,3.0,Low,1.0
1334,Male,,28,No,Doctor,4.0,Low,3.0
1335,Male,Yes,47,Yes,Executive,8.0,High,4.0
1336,Male,Yes,66,Yes,Executive,1.0,High,2.0
1337,Male,,39,Yes,Artist,,Low,1.0
1338,Female,,31,Yes,Healthcare,6.0,Low,4.0
1339,Male,,29,Yes,Doctor,1.0,Low,4.0
1340,Female,,35,Yes,Artist,9.0,Low,1.0
1341,Male,,21,No,Healthcare,,Low,4.0
1342,Male,Yes,79,Yes,Lawyer,1.0,High,2.0
1343,Male,,25,Yes,Healthcare,,Low,4.0
1344,Female,Yes,36,No,Doctor,14.0,Average,2.0
1345,Male,Yes,61,Yes,Entertainment,1.0,Average,4.0
1346,Female,Yes,36,Yes,Doctor,13.0,Low,2.0
1347,Female,Yes,53,Yes,Artist,,Average,2.0
1348,Male,Yes,33,No,Healthcare,11.0,High,2.0
1349,Male,Yes,25,No,Executive,4.0,High,8.0
1350,Female,,41,Yes,Healthcare,,Low,3.0
1351,Male,Yes,42,Yes,Artist,1.0,Average,3.0
1352,Female,Yes,37,Yes,Entertainment,6.0,Average,3.0
1353,Male,Yes,61,Yes,Artist,1.0,Average,4.0
1354,Female,Yes,43,Yes,Doctor,,Low,1.0
1355,Female,Yes,35,Yes,Artist,,Average,2.0
1356,Female,Yes,50,Yes,Engineer,1.0,High,2.0
1357,Male,Yes,61,Yes,Artist,1.0,Average,3.0
1358,Male,Yes,48,Yes,Artist,,Low,2.0
1359,Male,Yes,49,Yes,Artist,1.0,Low,2.0
1360,Female,Yes,37,Yes,Entertainment,,Average,2.0
1361,Male,Yes,25,No,Engineer,14.0,Low,1.0
1362,Female,,31,No,Healthcare,9.0,Low,1.0
1363,Male,Yes,88,Yes,Marketing,,High,2.0
1364,Female,,27,Yes,Artist,1.0,Low,4.0
1365,Female,Yes,43,Yes,Artist,3.0,Average,4.0
1366,Female,Yes,27,No,Engineer,9.0,Low,2.0
1367,Female,,20,No,Marketing,1.0,Low,2.0
1368,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0
1369,Female,Yes,73,Yes,Lawyer,1.0,Low,2.0
1370,Female,Yes,76,Yes,Artist,1.0,High,2.0
1371,Female,Yes,72,Yes,Lawyer,1.0,High,2.0
1372,Male,,40,Yes,Healthcare,8.0,Low,3.0
1373,Male,,27,Yes,Marketing,1.0,Low,2.0
1374,Male,,26,Yes,Doctor,4.0,Low,3.0
1375,Male,Yes,37,Yes,Entertainment,7.0,Low,2.0
1376,Female,,31,Yes,Healthcare,9.0,Low,7.0
1377,Female,Yes,63,Yes,Artist,,Average,2.0
1378,Male,,26,No,Marketing,1.0,Low,5.0
1379,Male,Yes,62,Yes,Entertainment,,Average,3.0
1380,Male,Yes,38,Yes,Artist,4.0,Average,3.0
1381,Male,Yes,63,Yes,Artist,1.0,Average,3.0
1382,Male,Yes,36,Yes,Artist,,Average,2.0
1383,Male,,26,No,Healthcare,1.0,Low,1.0
1384,Female,,27,No,Healthcare,,Low,4.0
1385,Female,,47,Yes,Marketing,9.0,Low,1.0
1386,Male,Yes,36,Yes,Entertainment,1.0,Average,4.0
1387,Female,Yes,69,Yes,Artist,,Average,2.0
1388,Male,Yes,58,Yes,Artist,1.0,Average,3.0
1389,Female,,48,Yes,Artist,4.0,Low,1.0
1390,Male,Yes,48,Yes,Artist,1.0,High,5.0
1391,Female,Yes,73,Yes,Lawyer,1.0,High,2.0
1392,Male,Yes,53,Yes,Artist,,High,7.0
1393,Male,Yes,89,Yes,Lawyer,13.0,Low,1.0
1394,Male,Yes,86,Yes,Executive,,High,2.0
1395,Female,,19,No,Healthcare,1.0,Low,5.0
1396,Male,Yes,26,No,Doctor,9.0,Low,6.0
1397,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0
1398,Female,,25,No,Healthcare,,Low,5.0
1399,Male,Yes,48,Yes,Artist,,Average,2.0
1400,Male,Yes,52,Yes,Entertainment,1.0,Average,3.0
1401,Female,Yes,60,Yes,Engineer,4.0,Average,4.0
1402,Female,Yes,75,Yes,Lawyer,1.0,High,2.0
1403,Male,Yes,68,No,Artist,,Low,1.0
1404,Female,,31,Yes,Healthcare,1.0,Low,4.0
1405,Female,,32,Yes,Artist,7.0,Low,3.0
1406,Female,,37,Yes,Entertainment,1.0,Low,2.0
1407,Male,Yes,74,No,Lawyer,,Low,1.0
1408,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0
1409,Female,,40,No,Engineer,9.0,Low,5.0
1410,Female,,26,Yes,Artist,2.0,Low,2.0
1411,Female,,38,Yes,Healthcare,,Low,1.0
1412,Female,Yes,81,No,Lawyer,,High,2.0
1413,Male,,36,Yes,Artist,11.0,Low,2.0
1414,Female,Yes,78,Yes,Lawyer,1.0,High,2.0
1415,Male,,25,No,Doctor,7.0,Low,4.0
1416,Male,Yes,40,Yes,Executive,,Low,4.0
1417,Male,Yes,76,Yes,Lawyer,8.0,High,2.0
1418,Female,Yes,35,No,Engineer,,High,1.0
1419,Male,Yes,27,Yes,Healthcare,2.0,Average,2.0
1420,Female,Yes,73,No,Artist,1.0,High,2.0
1421,Female,,26,No,Entertainment,6.0,Low,8.0
1422,Female,Yes,46,Yes,Artist,2.0,Low,2.0
1423,Male,Yes,45,Yes,Artist,,Average,3.0
1424,Male,,26,Yes,Entertainment,1.0,Low,3.0
1425,Male,,27,Yes,Healthcare,1.0,Low,3.0
1426,Female,Yes,40,No,Artist,,Low,1.0
1427,Male,,19,No,Artist,9.0,Low,7.0
1428,Male,,27,Yes,Healthcare,4.0,Low,2.0
1429,Female,,43,Yes,Artist,2.0,Low,4.0
1430,Male,Yes,53,Yes,Healthcare,3.0,High,4.0
1431,Male,Yes,37,Yes,Healthcare,,Low,1.0
1432,Male,Yes,61,Yes,Entertainment,9.0,Average,2.0
1433,Male,Yes,45,Yes,Artist,7.0,Average,5.0
1434,Female,Yes,42,Yes,Entertainment,,Average,4.0
1435,Female,Yes,33,Yes,Marketing,8.0,High,2.0
1436,Male,Yes,47,No,Artist,1.0,Average,4.0
1437,Male,,32,No,Doctor,3.0,Low,3.0
1438,Female,Yes,32,Yes,Artist,8.0,Low,3.0
1439,Female,Yes,65,Yes,Artist,,Average,2.0
1440,Female,,22,No,Doctor,11.0,Low,4.0
1441,Male,,22,No,Healthcare,9.0,Low,4.0
1442,Male,,28,Yes,Doctor,,Low,1.0
1443,Female,,36,Yes,Doctor,4.0,Low,1.0
1444,Female,,30,Yes,Doctor,,Low,3.0
1445,Female,Yes,40,Yes,Engineer,12.0,Average,3.0
1446,Female,Yes,60,No,Engineer,1.0,Average,5.0
1447,Female,Yes,38,Yes,Artist,9.0,Average,2.0
1448,Male,,19,No,Healthcare,8.0,Low,6.0
1449,Male,Yes,62,Yes,Artist,1.0,High,2.0
1450,Female,Yes,38,No,Engineer,1.0,High,5.0
1451,Male,Yes,88,Yes,Lawyer,,High,2.0
1452,Female,Yes,53,Yes,Artist,4.0,Average,5.0
1453,Female,Yes,27,Yes,Engineer,,Average,4.0
1454,Female,Yes,27,Yes,Artist,,Average,2.0
1455,Male,Yes,30,No,Entertainment,11.0,Low,2.0
1456,Male,,32,No,Marketing,,Low,3.0
1457,Male,Yes,65,Yes,Lawyer,1.0,High,2.0
1458,Female,Yes,41,Yes,Artist,1.0,High,4.0
1459,Female,Yes,35,Yes,Artist,,Average,5.0
1460,Male,,22,No,Healthcare,6.0,Low,4.0
1461,Female,Yes,45,Yes,Artist,9.0,Low,2.0
1462,Female,,25,No,Doctor,,Low,2.0
1463,Female,Yes,46,No,Engineer,9.0,Average,1.0
1464,Male,,40,Yes,Artist,5.0,Low,2.0
1465,Male,Yes,31,No,Homemaker,9.0,Low,1.0
1466,Female,Yes,46,Yes,Artist,,Average,4.0
1467,Male,Yes,68,Yes,Engineer,,Low,1.0
1468,Male,Yes,81,No,Lawyer,8.0,Low,2.0
1469,Female,Yes,42,No,Homemaker,6.0,High,4.0
1470,Female,Yes,40,Yes,Doctor,1.0,Low,2.0
1471,Male,Yes,69,No,Entertainment,3.0,Low,8.0
1472,Male,,53,Yes,Doctor,,Low,1.0
1473,Male,Yes,45,Yes,Executive,2.0,Average,4.0
1474,Female,Yes,36,Yes,Artist,5.0,Low,2.0
1475,Female,,29,No,Marketing,2.0,Low,3.0
1476,Male,Yes,37,No,Doctor,9.0,Low,2.0
1477,Male,Yes,19,No,Entertainment,1.0,Low,2.0
1478,Female,Yes,76,Yes,Artist,1.0,High,2.0
1479,Male,,37,Yes,Executive,3.0,Low,1.0
1480,Male,,33,Yes,Artist,,Low,3.0
1481,Male,,18,No,Healthcare,,Low,4.0
1482,Female,,52,Yes,Artist,,Low,1.0
1483,Male,Yes,59,No,Artist,,Low,1.0
1484,Male,,58,No,Healthcare,4.0,Low,2.0
1485,Male,,41,Yes,Doctor,,Low,1.0
1486,Male,,22,No,Healthcare,9.0,Low,5.0
1487,Male,Yes,46,No,Entertainment,1.0,High,3.0
1488,Male,Yes,51,Yes,Artist,7.0,Average,2.0
1489,Male,Yes,71,Yes,Lawyer,1.0,Low,2.0
1490,Female,Yes,49,Yes,Engineer,1.0,High,5.0
1491,Male,Yes,70,No,Artist,1.0,Average,2.0
1492,Male,Yes,55,Yes,Executive,9.0,High,2.0
1493,Male,,36,Yes,Artist,2.0,Low,1.0
1494,Female,Yes,69,No,Engineer,,Average,4.0
1495,Female,,18,No,Doctor,2.0,Low,4.0
1496,Female,,27,No,Engineer,,Low,6.0
1497,Female,,22,No,Healthcare,6.0,Low,3.0
1498,Female,Yes,52,Yes,Engineer,,High,5.0
1499,Female,,86,Yes,Lawyer,1.0,Low,1.0
1500,Female,Yes,25,No,Homemaker,8.0,Average,2.0
1501,Male,Yes,41,Yes,Healthcare,8.0,Low,3.0
1502,Female,Yes,82,No,Lawyer,,High,2.0
1503,Female,Yes,26,No,Engineer,6.0,Low,2.0
1504,Male,,38,Yes,Artist,2.0,Low,1.0
1505,Male,,39,Yes,Artist,,Low,1.0
1506,Male,,29,No,Healthcare,2.0,Low,5.0
1507,Female,,27,Yes,Marketing,3.0,Low,3.0
1508,Male,,37,Yes,Healthcare,1.0,Low,4.0
1509,Male,,40,Yes,Doctor,12.0,Low,1.0
1510,Male,,37,Yes,Engineer,9.0,Low,1.0
1511,Female,Yes,57,Yes,Artist,,High,3.0
1512,Female,,31,Yes,Healthcare,1.0,Low,1.0
1513,Male,,28,Yes,Healthcare,6.0,Low,5.0
1514,Female,,25,No,Doctor,2.0,Low,1.0
1515,Female,,23,No,Healthcare,4.0,Low,3.0
1516,Male,Yes,62,Yes,Entertainment,9.0,Average,2.0
1517,Female,,25,Yes,Engineer,8.0,Low,2.0
1518,Male,Yes,46,No,Entertainment,,Average,3.0
1519,Male,Yes,37,No,Entertainment,,Low,5.0
1520,Female,Yes,46,No,Engineer,8.0,Low,1.0
1521,Female,,33,Yes,Healthcare,1.0,Low,5.0
1522,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0
1523,Female,Yes,47,Yes,Artist,,Average,2.0
1524,Female,Yes,42,No,Executive,,Average,5.0
1525,Female,Yes,81,No,Lawyer,,High,2.0
1526,Male,,31,No,Healthcare,1.0,Low,4.0
1527,Male,Yes,35,Yes,Engineer,,Low,2.0
1528,Male,Yes,67,No,Artist,1.0,Low,1.0
1529,Female,Yes,47,No,Engineer,1.0,Average,4.0
1530,Male,Yes,87,Yes,Lawyer,3.0,Low,1.0
1531,Female,,49,Yes,Artist,3.0,Low,1.0
1532,Male,,39,Yes,Artist,1.0,Low,3.0
1533,Female,Yes,48,Yes,Artist,9.0,High,4.0
1534,Female,Yes,70,Yes,Engineer,,Low,1.0
1535,Male,Yes,66,No,Lawyer,,High,2.0
1536,Female,Yes,25,No,Engineer,7.0,Average,2.0
1537,Female,,37,Yes,Artist,8.0,Low,2.0
1538,Female,Yes,51,Yes,Artist,1.0,Average,2.0
1539,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0
1540,Female,,18,No,Healthcare,8.0,Low,4.0
1541,Male,Yes,60,Yes,Executive,5.0,High,3.0
1542,Female,,41,Yes,Artist,1.0,Low,1.0
1543,Male,,35,Yes,Artist,3.0,Low,1.0
1544,Female,,25,Yes,Artist,13.0,Low,1.0
1545,Female,,30,Yes,Healthcare,,Low,5.0
1546,Male,Yes,57,No,Doctor,4.0,Low,3.0
1547,Female,Yes,49,Yes,Marketing,9.0,Low,2.0
1548,Female,,21,No,Homemaker,9.0,Low,1.0
1549,Female,,18,No,Healthcare,7.0,Low,6.0
1550,Female,Yes,28,Yes,Artist,8.0,Low,4.0
1551,Female,Yes,33,No,Healthcare,,Low,5.0
1552,Male,Yes,60,Yes,Doctor,1.0,High,2.0
1553,Female,Yes,50,Yes,Artist,1.0,Average,4.0
1554,Female,Yes,38,Yes,Engineer,,Low,1.0
1555,Male,Yes,69,Yes,Artist,,High,2.0
1556,Male,Yes,68,No,Executive,1.0,High,2.0
1557,Male,,27,Yes,Entertainment,9.0,Low,3.0
1558,Female,,25,Yes,Artist,9.0,Low,1.0
1559,Female,Yes,45,Yes,Executive,1.0,High,3.0
1560,Female,,27,Yes,Doctor,8.0,Low,1.0
1561,Male,Yes,48,No,Executive,1.0,Average,4.0
1562,Female,Yes,53,Yes,Artist,2.0,Low,1.0
1563,Female,,46,Yes,Artist,1.0,Low,1.0
1564,Female,Yes,41,No,Engineer,9.0,Average,2.0
1565,Male,Yes,60,Yes,Artist,1.0,Low,1.0
1566,Male,Yes,49,No,Doctor,1.0,Average,3.0
1567,Male,Yes,37,Yes,Artist,9.0,Average,2.0
1568,Female,,60,Yes,Engineer,1.0,Low,1.0
1569,Female,,32,Yes,Artist,,Low,3.0
1570,Female,Yes,78,Yes,Lawyer,1.0,High,2.0
1571,Female,,22,No,Doctor,3.0,Low,4.0
1572,Male,,39,Yes,Artist,2.0,Low,3.0
1573,Female,Yes,63,Yes,Artist,,High,4.0
1574,Male,,37,Yes,Entertainment,9.0,Low,1.0
1575,Male,Yes,48,Yes,Entertainment,1.0,Low,3.0
1576,Male,Yes,68,No,Executive,1.0,High,2.0
1577,Male,,21,No,Healthcare,1.0,Low,6.0
1578,Male,Yes,76,Yes,Lawyer,1.0,Low,1.0
1579,Male,Yes,43,Yes,Entertainment,1.0,Average,3.0
1580,Female,,31,Yes,Engineer,9.0,Low,3.0
1581,Male,Yes,32,Yes,Entertainment,9.0,High,2.0
1582,Female,,52,Yes,Artist,6.0,Low,1.0
1583,Male,Yes,61,No,Engineer,7.0,Average,5.0
1584,Female,Yes,28,No,Doctor,9.0,Low,1.0
1585,Female,,40,Yes,Lawyer,4.0,Low,1.0
1586,Female,Yes,53,Yes,Artist,1.0,Average,2.0
1587,Male,Yes,37,No,Entertainment,,Average,4.0
1588,Male,,26,No,Healthcare,,Low,7.0
1589,Male,Yes,53,Yes,Artist,8.0,Low,1.0
1590,Female,,22,No,Healthcare,,Low,7.0
1591,Male,,28,Yes,Healthcare,,Low,7.0
1592,Male,Yes,37,Yes,Marketing,1.0,Low,2.0
1593,Male,Yes,69,No,Doctor,,Average,3.0
1594,Female,,22,No,Healthcare,9.0,Low,4.0
1595,Male,Yes,37,No,Engineer,8.0,Average,3.0
1596,Male,Yes,48,Yes,Homemaker,9.0,Low,1.0
1597,Female,,41,No,Healthcare,1.0,Low,2.0
1598,Male,Yes,72,No,Executive,,High,2.0
1599,Male,Yes,26,No,Doctor,4.0,Average,3.0
1600,Male,Yes,39,Yes,Executive,3.0,High,3.0
1601,Male,Yes,56,No,Marketing,1.0,Average,3.0
1602,Male,Yes,45,No,Doctor,,Low,4.0
1603,Female,Yes,40,Yes,Artist,1.0,Average,2.0
1604,Female,,23,No,Doctor,,Low,3.0
1605,Male,,23,No,Healthcare,4.0,Low,3.0
1606,Female,,41,Yes,Artist,2.0,Low,1.0
1607,Male,,21,No,Homemaker,,Low,4.0
1608,Female,,23,No,Healthcare,2.0,Low,5.0
1609,Male,Yes,35,Yes,Artist,7.0,Low,2.0
1610,Female,,32,No,Artist,1.0,Low,6.0
1611,Female,Yes,33,Yes,Artist,1.0,Average,2.0
1612,Female,Yes,47,Yes,Artist,,Low,3.0
1613,Male,Yes,47,No,Artist,,High,4.0
1614,Male,,45,Yes,Artist,,Low,1.0
1615,Male,,35,Yes,Entertainment,13.0,Low,2.0
1616,Female,Yes,48,Yes,Engineer,,High,2.0
1617,Female,,21,No,Healthcare,,Low,5.0
1618,Male,Yes,42,Yes,Artist,,Average,2.0
1619,Male,,25,No,Healthcare,1.0,Low,5.0
1620,Male,Yes,69,No,Lawyer,,High,2.0
1621,Female,Yes,63,Yes,Artist,5.0,Low,1.0
1622,Female,Yes,40,Yes,Engineer,1.0,Average,4.0
1623,Male,,48,Yes,Entertainment,1.0,Low,2.0
1624,Male,,23,No,Doctor,1.0,Low,5.0
1625,Female,Yes,51,Yes,Artist,6.0,Average,3.0
1626,Female,,50,Yes,Artist,,Low,2.0
1627,Female,,25,No,Engineer,1.0,Low,1.0
1628,Male,,21,No,Healthcare,,Low,6.0
1629,Male,Yes,46,Yes,Executive,,High,3.0
1630,Female,,40,Yes,Artist,6.0,Low,1.0
1631,Female,Yes,42,Yes,Doctor,,Average,4.0
1632,Male,Yes,39,Yes,Executive,9.0,High,5.0
1633,Male,Yes,40,No,Engineer,6.0,Average,5.0
1634,Male,Yes,36,Yes,Artist,7.0,Average,2.0
1635,Male,Yes,75,Yes,Lawyer,,High,2.0
1636,Male,Yes,61,No,Entertainment,1.0,Low,2.0
1637,Female,Yes,32,No,Artist,,Average,4.0
1638,Male,Yes,72,No,Executive,1.0,High,4.0
1639,Male,Yes,32,No,Entertainment,2.0,Low,2.0
1640,Male,Yes,32,Yes,Doctor,,Low,3.0
1641,Male,Yes,60,Yes,Marketing,1.0,High,5.0
1642,Female,Yes,48,Yes,Artist,,High,4.0
1643,Female,Yes,57,Yes,Artist,,Average,3.0
1644,Male,,37,Yes,Engineer,1.0,Low,3.0
1645,Male,Yes,50,Yes,Executive,,High,4.0
1646,Male,Yes,47,Yes,Artist,,Average,4.0
1647,Female,,33,Yes,Engineer,1.0,Low,3.0
1648,Male,Yes,48,Yes,Entertainment,,Average,4.0
1649,Female,Yes,62,Yes,Artist,4.0,Average,7.0
1650,Female,Yes,53,No,Engineer,,Average,2.0
1651,Male,,22,No,Healthcare,,Low,4.0
1652,Male,,38,No,Doctor,,Low,5.0
1653,Male,Yes,40,No,Entertainment,14.0,Average,3.0
1654,Female,Yes,50,Yes,Doctor,1.0,Low,3.0
1655,Female,Yes,68,No,Lawyer,,Low,1.0
1656,Female,,39,Yes,Doctor,2.0,Low,1.0
1657,Male,,25,Yes,Healthcare,1.0,Low,4.0
1658,Female,,35,Yes,Healthcare,3.0,Low,6.0
1659,Female,Yes,43,Yes,Homemaker,8.0,High,2.0
1660,Female,,48,No,Engineer,12.0,Low,1.0
1661,Female,Yes,39,Yes,Engineer,1.0,Low,1.0
1662,Male,Yes,36,Yes,Executive,9.0,High,3.0
1663,Female,,31,No,Healthcare,10.0,Low,2.0
1664,Female,,22,No,Healthcare,8.0,Low,6.0
1665,Male,Yes,55,Yes,Artist,,Low,1.0
1666,Male,Yes,73,Yes,Lawyer,1.0,Average,2.0
1667,Female,Yes,88,Yes,Lawyer,1.0,Average,2.0
1668,Female,Yes,69,Yes,Engineer,1.0,Low,1.0
1669,Male,Yes,36,Yes,Artist,,Average,5.0
1670,Male,Yes,37,Yes,Artist,1.0,Average,2.0
1671,Male,Yes,40,No,Executive,1.0,Low,5.0
1672,Male,Yes,49,Yes,Artist,,Average,2.0
1673,Male,Yes,56,No,Executive,,Low,1.0
1674,Male,Yes,43,Yes,Artist,9.0,Average,2.0
1675,Female,Yes,47,No,Artist,,Average,5.0
1676,Female,,19,No,Healthcare,,Low,3.0
1677,Male,Yes,39,Yes,Artist,3.0,Average,4.0
1678,Male,Yes,55,Yes,Artist,2.0,Low,2.0
1679,Male,Yes,48,Yes,Executive,5.0,High,5.0
1680,Female,Yes,88,No,Lawyer,,High,2.0
1681,Female,,31,No,Healthcare,8.0,Low,4.0
1682,Female,Yes,65,Yes,Lawyer,,Low,1.0
1683,Female,Yes,25,No,Engineer,1.0,Average,2.0
1684,Male,Yes,45,Yes,Artist,,Low,1.0
1685,Female,Yes,38,No,Engineer,9.0,Average,4.0
